GEOID,GEOID2,NAME. County_Covariate_Data3,Median_age,Total_population. County_Covariate_Data3,Renters_occupied_percentage,Bachelors_percentage,Highschool_graduate_percentage,Below_highschool_percentage,White_alone_percentage,Black_or_African_American_percentage,Hispanic_or_Latino_percentage,American_Indian_and_Alaska_Native_percentage,Asian_percentage,Native_Hawaiian_and_other_Pacific_Island_percentage,Some_other_race_alone_percentage,Two_or_more_races_percentage,White_alone_not_hispanic_or_latino_percentage,Male_female_ratio,NAME. State_Population2,Total_population. State_Population2
48,011,"Armstrong County, Texas",41.7,1950,20.940906483075157,11.897435897435898,16.307692307692307,6.102564102564102,91.58974358974359,0.717948717948718,8.461538461538462,0.7692307692307693,0,0,1.5897435897435899,5.333333333333334,8.461538461538462,0.8431001890359168,Texas,28635442
48,013,"Atascosa County, Texas",36,50194,27.692567404620654,7.273777742359644,25.379527433557797,13.45778379886042,84.7471809379607,1.0818026058891501,64.7308443240228,0.08168306968960433,0.5020520380922022,0,2.2014583416344586,11.385823006733872,64.7308443240228,1.0084830538994038,Texas,28635442
48,015,"Austin County, Texas",40.9,29892,23.20834593286967,10.939381774387796,22.81212364512244,8.473839154288774,75.51853338685936,8.771577679646727,27.228020875150545,0.13716044426602436,0.5519871537535127,0,12.063428342031312,2.9573129934430615,27.228020875150545,0.9955938313639094,Texas,28635442
48,017,"Bailey County, Texas",33.7,6916,25.043630017452006,6.853672643146328,23.69866975130133,13.013302486986698,93.16078658183922,0.2891844997108155,65.76055523423945,0.9976865240023135,0.6795835743204164,0,4.381145170618854,0.4916136495083863,65.76055523423945,0.9982663969950881,Texas,28635442
48,019,"Bandera County, Texas",53.1,22770,17.023181304183943,11.730346947738251,24.46201141853316,7.878787878787878,89.03820816864295,0.7465963987703118,19.284145805884936,1.2033377250768555,0.33816425120772947,0,2.7009222661396577,5.9727711901624945,19.284145805884936,0.9898627982172508,Texas,28635442
48,021,"Bastrop County, Texas",38,86839,23.80286800973027,9.587857990073584,20.116537500431832,11.07336565368095,65.3554278607538,7.834037701954191,38.791326477734664,0.5320190237105448,0.8429392323725514,0,18.451387049597532,6.984189131611372,38.791326477734664,1.0313216374269005,Texas,28635442
48,023,"Baylor County, Texas",47.2,3560,27.872619829284307,12.134831460674157,26.882022471910112,8.932584269662922,92.35955056179776,3.2022471910112356,15.252808988764045,0.5337078651685393,0,1.2640449438202246,1.6292134831460674,1.0112359550561798,15.252808988764045,0.9337316675719718,Texas,28635442
48,025,"Bee County, Texas",35.3,32609,44.994921566414625,3.827164279800055,22.895519641816676,14.18320095679107,80.22631788769972,7.295531908368854,59.2259805575148,0.6010610567634702,0.573461314361066,0.012266552178846332,2.6587751847649423,8.632586095863106,59.2259805575148,1.579009807023094,Texas,28635442
48,027,"Bell County, Texas",31.3,355700,63.939786565347944,10.161653078436885,15.67866179364633,5.520101208883891,60.91256676974979,24.173741917346078,25.337362946303067,0.47371380376721955,2.8195108237278608,0.6595445600224908,3.0565082935057633,7.904413831880798,25.337362946303067,0.9907764979795606,Texas,28635442
48,029,"Bexar County, Texas",33.8,1978826,49.50949131867017,11.516879200091367,16.11617191203269,9.987487530485248,71.59628992139784,7.59647386884951,60.49647619346016,0.6671127223919637,3.0302310561919037,0.11602839259237548,6.912735126787298,10.081128911789111,60.49647619346016,0.97581485815617,Texas,28635442
48,031,"Blanco County, Texas",50.5,11733,21.458638360175694,14.693599249978693,20.92388988323532,6.375181113099804,85.23821699480098,0.025568908207619537,19.74772010568482,1.4233358902241542,0.8352510014489047,0.4005795619193727,4.440467058723259,7.6365805846757,19.74772010568482,1.0208405098174302,Texas,28635442
48,033,"Borden County, Texas",37.2,653,42.418772563176894,24.042879019908117,13.935681470137826,4.44104134762634,94.94640122511485,0,13.016845329249618,0,0,0,0,5.053598774885145,13.016845329249618,0.8982558139534884,Texas,28635442
48,035,"Bosque County, Texas",46.8,18428,25.012729124236255,9.328196223138702,23.67050141089646,8.383980898632517,90.6392446277404,1.7202083785543738,18.770349468200564,0.34187106576948123,0.6077707835901889,0,1.9915346212285652,4.699370523116996,18.770349468200564,0.9669121571138862,Texas,28635442
48,037,"Bowie County, Texas",38.3,93622,46.4217520812648,9.665463245818291,22.996731537459144,7.134006964175087,68.12287710153596,24.863814060797676,7.744974471812181,0.8042981350537267,1.2069812650872658,0.04165687552071094,1.8799000234987502,3.0804725385059064,7.744974471812181,1.0189773781026934,Texas,28635442
48,039,"Brazoria County, Texas",36,368062,24.88753559939852,13.042911248648325,16.381750900663477,7.3044758763469195,67.71739543881195,14.37067667947248,30.998581760681628,0.6417397068972075,6.647521341513114,0.0214637751248431,4.46691046617146,6.134292592008955,30.998581760681628,1.0213302286244639,Texas,28635442
48,041,"Brazos County, Texas",26.8,226370,78.48750104569895,11.994080487697133,11.026196050713434,6.295887264213455,75.167645889473,10.774395900516854,25.861200689137252,0.24694084905243627,6.047621151212616,0.0649379334717498,2.619605071343376,5.078853204929982,25.861200689137252,1.0177737369415625,Texas,28635442
48,043,"Brewster County, Texas",43.8,9231,46.395613213855825,20.192828512620515,13.606326508503955,11.179720506987326,88.90694399306685,0.2058281876286426,45.15220452822013,1.0183078756364423,4.2465605026541,0,3.336583252085364,2.28577618892861,45.15220452822013,0.9458263069139966,Texas,28635442
48,045,"Briscoe County, Texas",46.9,1348,33.57664233576642,9.940652818991099,27.077151335311573,10.979228486646884,89.76261127596439,1.1869436201780417,36.12759643916914,0,0,0.44510385756676557,1.261127596439169,7.344213649851632,36.12759643916914,1.3943161634103018,Texas,28635442
48,047,"Brooks County, Texas",34.4,7100,58.48375451263538,7.943661971830986,16.43661971830986,20.690140845070424,80.56338028169014,1.2253521126760565,91.74647887323944,1.4647887323943662,0,0,9.23943661971831,7.507042253521126,91.74647887323944,0.9977490151941475,Texas,28635442
48,049,"Brown County, Texas",41.2,37805,29.818419761164733,10.358418198650972,24.324824758629813,8.98029361195609,87.95661949477582,3.600052903055152,22.52612088348102,0.3570956222721862,0.6401269673323634,0,1.7722523475730723,5.673852664991403,22.52612088348102,0.9913089281011325,Texas,28635442
48,051,"Burleson County, Texas",43.8,18237,23.075020100191725,10.796731918626968,25.673082195536544,11.037999670998518,78.86713823545539,13.489060700773154,20.869660580139275,0.2686845424137742,0.04386686406755497,0,2.9335965345177386,4.397653122772386,20.869660580139275,0.9894185665975783,Texas,28635442
48,053,"Burnet County, Texas",44.8,47548,24.398169010744017,12.23184992008076,21.534028770926223,8.212753428114747,88.68722133423067,1.4238243459241189,22.34583999326996,0.36173971565575835,0.612013123580382,0.03365020610751241,4.507024480524943,4.374526793976613,22.34583999326996,0.9810841214949377,Texas,28635442
48,055,"Caldwell County, Texas",35.8,42817,37.0061748887856,6.8640960366209685,24.378167550272085,13.08825933624495,78.36840507275149,5.341336385080693,53.06303571011514,0.5558539832309597,1.0369712964476727,0.01868416750356167,7.396594810472476,7.282154284513161,53.06303571011514,1.0424060293837054,Texas,28635442
48,057,"Calhoun County, Texas",37.7,21470,29.437725683498595,7.43828598043782,20.642757335817418,12.743362831858407,78.24871914299023,2.1145784816022357,49.14299021891011,0.22356776897997205,5.673032137866791,0,3.7214718211457845,10.018630647414998,49.14299021891011,1.060856210405068,Texas,28635442
48,059,"Callahan County, Texas",43.9,13959,18.658959537572255,12.099720610358908,24.88000573106956,8.14528261336772,93.23733791818898,0.8166774124220932,9.821620459918332,0.07163836951070994,0.4226663801131886,0,1.3396375098502757,4.112042409914751,9.821620459918332,0.9797191887675507,Texas,28635442
48,061,"Cameron County, Texas",31.7,422135,43.20400694004075,7.406161536001517,15.38370426522321,18.52582704585026,84.90293389555474,0.5436649413102443,89.83287336989352,0.17340424271856159,0.6839044381536712,0.027953142951899275,3.998010115247492,9.670129224063393,89.83287336989352,0.9515188779118954,Texas,28635442
48,063,"Camp County, Texas",38.1,12938,37.78660049627792,9.406399752666564,21.79625908177462,8.015149172978822,75.11980213325089,16.965527902303293,25.44442726851136,0.4251043437934766,0.40191683413201423,0,4.196939248724687,2.8907095377956407,25.44442726851136,0.941185296324081,Texas,28635442
48,065,"Carson County, Texas",42.4,5957,21.47318148420279,13.29528286050025,20.6479771697163,4.028873594090985,92.11012254490515,1.0911532650663085,10.223266745005875,2.7027027027027026,0.3021655195568239,0,2.803424542554977,0.9904314252140339,10.223266745005875,0.9843437708194537,Texas,28635442
48,067,"Cass County, Texas",44,30002,25.10659938191918,8.889407372841811,29.811345910272646,9.14605692953803,77.91480567962135,17.275514965668958,4.696353576428238,0.16998866742217184,0.5732951136590894,0,1.286580894607026,2.7798146790213987,4.696353576428238,0.9087670187046698,Texas,28635442
48,069,"Castro County, Texas",35.7,7561,57.00568293160886,7.6312657055944975,21.161222060573998,15.156725300886126,83.87779394260019,1.0183838116651236,64.80624256050787,0.7274170083322312,0.6612881893929374,0,3.3725697659039806,10.342547282105542,64.80624256050787,1.0103695825578303,Texas,28635442
48,071,"Chambers County, Texas",35.2,42571,16.32958611414216,9.436001033567452,16.83305536632919,6.497380846115901,83.97735547673298,7.697728500622489,23.18479716238754,0.10570576213854502,0.8667872495360692,0,2.886941814850485,4.465481196119423,23.18479716238754,1.012718074795518,Texas,28635442
48,073,"Cherokee County, Texas",37.9,52341,35.26268232864334,7.544754590091897,20.630098775338645,12.5198219369137,77.85865764887946,13.925985365201276,23.436693987505013,0.5387745744254027,0.5483273151067041,0.04585315527024703,3.0415926329263865,4.04080930819052,23.436693987505013,1.0463288763781375,Texas,28635442
48,075,"Childress County, Texas",32.9,7219,48.06309440964973,10.79096827815487,27.413769220113586,11.483584984069815,78.79207646488433,7.798864108602299,35.046405319296305,0.027704668236597868,0,0,4.40504224961906,8.97631250865771,35.046405319296305,1.7282690854119425,Texas,28635442
48,077,"Clay County, Texas",47,10444,19.739022369511186,12.552661815396398,25.450019149751054,6.616238988893144,93.87207966296438,0.5649176560704711,6.530065109153581,0.6606664113366526,0.8521639218690157,0.057449253159708925,0.7181156644963615,3.2746074301034085,6.530065109153581,1.0026845637583892,Texas,28635442
48,079,"Cochran County, Texas",36.6,2860,30.985915492957744,4.125874125874126,22.727272727272727,19.615384615384617,80.76923076923077,5.874125874125874,59.12587412587412,0.03496503496503497,0,0,4.230769230769231,9.090909090909092,59.12587412587412,1.0891161431701972,Texas,28635442
